filename,person_id,Male,Young,Black_Hair,Blond_Hair,Brown_Hair,Smiling,Eyeglasses,Heavy_Makeup,image_count
154627.jpg,4323,1,1,0,1,0,1,0,0,30
130622.jpg,10160,0,1,0,0,1,0,0,0,30
130063.jpg,3919,0,1,1,0,0,0,0,1,29
031704.jpg,8563,1,1,0,0,0,1,0,0,30
085192.jpg,8247,1,0,0,0,0,1,0,0,30
042181.jpg,6364,0,1,0,0,0,0,0,1,30
003813.jpg,4135,0,1,0,0,0,0,0,0,30
019806.jpg,3043,1,0,0,0,0,1,0,0,30
152432.jpg,6851,0,1,0,1,0,0,0,1,30
160058.jpg,6562,1,0,0,0,1,0,0,0,30
022682.jpg,5247,0,1,0,0,0,1,0,0,30
097264.jpg,1986,1,0,0,0,0,1,0,0,30
049952.jpg,9123,1,0,0,0,0,0,1,0,30
178890.jpg,4177,1,0,0,0,0,0,0,0,30
080744.jpg,8909,0,1,0,0,0,0,0,1,30
063936.jpg,3546,0,0,1,0,0,1,0,1,30
125145.jpg,423,0,1,1,0,0,0,0,1,29
050231.jpg,10163,0,1,0,0,0,0,0,0,30
069510.jpg,2908,0,1,0,0,1,1,0,0,30
080347.jpg,991,0,1,0,0,1,0,0,1,30
065211.jpg,2079,0,1,1,0,0,1,0,0,30
068825.jpg,2819,0,1,0,0,0,0,0,0,30
180169.jpg,1582,0,1,0,0,0,1,0,0,30
050199.jpg,7684,1,0,1,0,0,0,0,0,28
081934.jpg,5922,0,0,0,1,0,0,0,0,30
071791.jpg,9277,0,1,1,0,0,0,0,1,30
182170.jpg,3496,1,0,0,0,0,0,0,0,30
025970.jpg,8075,1,1,1,0,0,1,0,0,29
017139.jpg,1322,1,1,0,0,0,1,0,0,30
026766.jpg,2814,1,1,1,0,0,0,0,0,29
194505.jpg,8774,0,1,1,0,0,0,0,0,30
127553.jpg,4821,1,1,0,0,0,1,1,0,30
042425.jpg,3312,0,1,1,0,0,0,0,1,30
046753.jpg,8887,0,1,0,0,0,0,0,1,30
183394.jpg,5301,1,0,1,0,0,0,0,0,30
096827.jpg,3400,0,0,1,0,0,1,0,1,30
155540.jpg,6002,0,1,0,0,0,0,0,0,30
045663.jpg,8151,1,1,0,0,1,1,0,0,30
071855.jpg,565,0,1,1,0,0,0,0,1,30
058714.jpg,8247,1,0,0,0,1,1,0,0,30
073231.jpg,8155,1,1,1,0,0,0,0,0,29
150249.jpg,8578,1,0,1,0,0,1,0,0,30
052763.jpg,6398,0,1,0,0,0,1,0,1,30
022449.jpg,7320,0,1,0,1,0,0,0,1,30
030831.jpg,2550,0,1,0,1,0,1,0,1,30
042490.jpg,17,1,1,0,0,0,0,0,0,30
127181.jpg,6238,0,1,1,0,0,1,0,1,29
146456.jpg,7775,0,1,1,0,0,1,0,1,29
096934.jpg,2307,1,0,0,0,0,0,1,0,30
059574.jpg,4625,1,1,0,0,1,0,0,0,30
116167.jpg,1368,0,1,0,1,0,1,0,0,30
048242.jpg,5127,0,1,0,1,0,0,0,1,30
011927.jpg,4852,1,1,0,0,0,0,0,0,30
137190.jpg,632,0,0,0,0,0,1,0,1,30
179710.jpg,2467,0,1,1,0,0,0,0,1,30
053580.jpg,5452,0,1,0,1,0,1,0,1,30
013604.jpg,6340,0,0,0,0,0,0,1,0,30
161997.jpg,2120,0,1,0,1,0,1,0,1,30
186819.jpg,7200,0,1,0,0,1,0,0,0,30
012514.jpg,6989,0,1,1,0,0,0,0,1,30
127976.jpg,4795,1,0,0,0,0,1,1,0,30
011343.jpg,1051,0,1,0,0,1,1,0,1,30
154295.jpg,2996,1,0,0,0,0,0,0,0,30
163390.jpg,3826,1,1,0,0,0,1,0,0,30
013793.jpg,1821,0,1,1,0,0,1,0,0,29
181148.jpg,3496,1,1,1,0,0,0,0,0,30
159657.jpg,8091,0,1,1,0,0,1,0,0,29
116131.jpg,10149,0,1,1,0,0,0,0,0,30
078594.jpg,3438,0,1,0,0,0,0,0,1,30
094680.jpg,8141,1,0,0,0,0,0,0,0,29
121424.jpg,3962,0,1,0,0,0,1,0,0,30
161853.jpg,1489,0,1,0,0,1,1,0,1,30
117005.jpg,6458,0,1,0,0,1,1,0,1,30
035035.jpg,2819,0,1,0,0,0,0,0,0,30
116928.jpg,6143,0,1,0,0,0,1,0,1,30
065841.jpg,5452,0,1,0,1,0,1,0,1,30
134059.jpg,2883,0,0,0,0,0,1,0,1,30
076669.jpg,1711,1,1,0,0,1,1,0,0,30
063425.jpg,9084,1,1,1,0,0,0,0,0,30
087609.jpg,9902,1,1,0,0,0,0,0,0,30
010625.jpg,7513,1,1,0,0,1,0,0,0,30
181577.jpg,4516,1,1,0,0,0,0,0,0,30
078179.jpg,1371,0,1,0,1,0,1,0,1,30
188681.jpg,5224,0,1,1,0,0,0,0,0,30
024168.jpg,10149,0,1,0,1,0,0,0,0,30
027328.jpg,4511,1,0,1,0,0,1,0,0,30
100935.jpg,1322,1,1,0,0,1,0,0,0,30
179324.jpg,2180,1,0,0,0,0,0,0,0,30
108074.jpg,4795,1,0,0,0,0,1,0,0,30
170984.jpg,3315,0,1,0,1,0,1,0,1,30
060498.jpg,4899,1,1,0,0,1,0,0,0,30
011005.jpg,5407,1,1,0,0,0,0,0,0,30
172453.jpg,1582,0,0,0,0,1,1,0,1,30
006585.jpg,2235,0,1,0,1,0,1,0,1,30
069418.jpg,7127,0,1,0,0,0,1,0,0,30
134828.jpg,4126,0,1,0,0,0,1,0,1,31
181372.jpg,3496,1,1,0,0,0,0,0,0,30
099824.jpg,10080,0,1,0,0,1,1,0,1,30
154941.jpg,8894,0,1,0,0,1,1,0,1,29
109853.jpg,8551,0,1,0,0,1,0,0,0,30
001779.jpg,6134,0,1,0,0,1,1,0,1,30
048326.jpg,1383,1,1,1,0,0,0,0,0,30
018934.jpg,6322,0,1,0,0,1,0,0,1,30
172651.jpg,2888,0,0,0,1,1,1,0,1,29
049974.jpg,6893,1,1,0,0,0,1,0,0,30
087907.jpg,6112,0,1,0,0,1,0,0,1,30
033400.jpg,5452,0,1,0,1,0,1,0,1,30
172029.jpg,1395,0,1,0,1,0,1,0,1,30
047179.jpg,3400,0,1,0,0,0,0,0,1,30
024343.jpg,8141,1,0,0,0,0,0,0,0,29
159995.jpg,2935,0,1,0,0,0,1,0,0,28
035447.jpg,3356,0,0,1,0,0,1,0,0,30
081558.jpg,2820,0,1,0,0,0,0,0,0,35
173596.jpg,4139,0,1,0,0,0,0,0,0,30
061288.jpg,6802,1,1,0,0,0,0,0,0,30
054840.jpg,7422,1,1,1,0,0,0,0,0,30
202150.jpg,10047,0,1,0,0,1,0,0,1,30
014339.jpg,1031,0,0,0,0,0,0,0,0,30
037988.jpg,1322,1,1,0,0,0,1,0,0,30
162951.jpg,2888,0,1,0,1,0,0,0,1,29
122864.jpg,4884,0,1,0,1,0,0,0,1,30
005285.jpg,5342,1,1,1,0,0,0,0,0,30
026742.jpg,3133,1,1,0,0,0,0,0,0,28
060614.jpg,6914,0,1,0,1,0,1,0,0,30
192897.jpg,5100,0,1,0,0,1,0,0,1,30
008630.jpg,7641,0,1,0,1,0,0,0,1,30
146706.jpg,8054,1,1,1,0,0,0,0,0,28
122630.jpg,4819,1,1,0,0,0,0,0,0,30
178708.jpg,1151,0,1,0,0,1,0,0,1,30
091988.jpg,7427,0,1,0,1,0,0,0,1,30
023134.jpg,8894,0,1,0,0,1,1,0,0,29
001494.jpg,2235,0,1,0,1,0,0,0,0,30
111694.jpg,973,0,1,0,0,1,0,0,0,30
004322.jpg,4238,0,1,0,0,0,0,0,1,30
119974.jpg,5375,0,1,0,0,0,0,0,1,30
031043.jpg,10117,1,1,0,0,0,1,1,0,30
007491.jpg,4721,1,0,0,0,0,1,1,0,30
180090.jpg,3496,1,1,1,0,0,0,0,0,30
145022.jpg,6461,0,1,0,1,0,0,0,1,30
067097.jpg,4310,1,0,0,0,0,0,1,0,30
194608.jpg,9178,0,1,0,0,0,0,0,1,30
174707.jpg,3315,0,1,0,1,0,1,0,1,30
027258.jpg,7499,0,1,1,0,0,1,0,0,30
066802.jpg,3133,1,1,0,0,0,0,0,0,28
194339.jpg,5224,0,1,1,0,0,1,0,1,30
163023.jpg,3464,0,1,0,0,0,1,0,1,28
123619.jpg,2318,1,0,0,0,0,0,0,0,30
137170.jpg,4828,1,1,0,0,0,1,0,0,30
116199.jpg,4884,0,1,0,1,0,1,0,1,30
019319.jpg,4288,1,1,1,0,0,0,0,0,30
064916.jpg,3119,1,1,0,0,0,0,0,0,30
040401.jpg,7180,1,1,0,0,1,1,0,0,30
127225.jpg,6340,0,1,1,0,0,0,0,1,30
114231.jpg,7904,1,0,0,0,0,1,0,0,29
076677.jpg,3908,0,1,0,0,0,0,0,0,29
090963.jpg,10149,0,1,0,1,0,0,0,1,30
092577.jpg,6290,0,1,0,0,0,0,0,0,30
017048.jpg,5537,0,1,0,0,0,0,0,1,30
008762.jpg,6364,0,1,0,0,0,1,0,0,30
028448.jpg,2910,0,1,0,0,1,1,0,1,30
104000.jpg,9730,0,1,1,0,0,0,0,1,30
095358.jpg,2174,0,1,0,0,0,1,0,1,30
147621.jpg,9725,0,1,0,0,0,1,0,1,29
189790.jpg,7200,0,1,0,0,1,0,0,0,30
137793.jpg,10163,0,1,1,0,0,0,0,0,30
048183.jpg,1031,0,1,0,0,1,0,0,0,30
180564.jpg,3315,0,1,0,1,0,1,0,1,30
128938.jpg,3247,1,1,0,0,0,0,0,0,29
162985.jpg,2498,1,1,1,0,0,0,0,0,29
107478.jpg,8971,0,1,0,1,0,1,0,1,30
129718.jpg,3870,0,1,0,0,0,0,0,1,29
159419.jpg,8943,0,1,1,0,0,1,0,1,30
086043.jpg,3043,1,0,0,0,0,0,1,0,30
126219.jpg,6440,0,1,0,0,1,1,0,1,30
029664.jpg,5342,1,0,1,0,0,0,0,0,30
093775.jpg,2110,1,1,0,0,0,0,0,0,30
042185.jpg,2318,1,0,0,0,0,0,0,0,30
098034.jpg,3133,1,1,1,0,0,1,0,0,28
037312.jpg,3216,0,0,0,0,1,0,0,0,29
096485.jpg,2908,0,1,0,0,0,0,0,0,30
151697.jpg,1003,0,0,0,0,1,0,0,1,30
007914.jpg,9758,0,1,1,0,0,1,0,1,30
027023.jpg,740,1,1,1,0,0,1,0,0,29
147334.jpg,9965,1,1,0,1,0,1,0,0,30
187451.jpg,5159,0,1,0,1,0,1,0,1,30
028759.jpg,6989,0,1,1,0,0,0,0,1,30
027021.jpg,1066,1,0,0,0,0,0,0,0,30
186179.jpg,6324,0,1,0,0,1,0,0,0,30
053559.jpg,1031,0,1,0,0,0,0,0,1,30
113014.jpg,3919,0,1,0,0,0,0,0,1,29
007703.jpg,7381,1,0,1,0,0,1,1,0,28
095459.jpg,7422,1,1,1,0,0,0,0,0,30
080106.jpg,7314,0,1,0,0,1,1,0,1,28
181799.jpg,2726,1,1,1,0,0,1,0,0,28
010354.jpg,9123,1,0,1,0,0,0,0,0,30
091890.jpg,7271,1,1,0,0,0,0,0,0,30
005782.jpg,3340,0,1,0,1,0,0,0,0,29
148098.jpg,7381,1,0,1,0,0,1,1,0,28
179815.jpg,3653,0,1,0,0,1,0,0,0,28
135376.jpg,4087,1,1,1,0,0,0,0,0,30
027107.jpg,5018,0,1,0,1,0,1,0,1,30
018350.jpg,8151,1,1,0,0,1,0,0,0,30
000615.jpg,6461,0,1,0,1,0,0,0,0,30
201605.jpg,5061,0,1,0,0,1,0,0,1,30
054064.jpg,6290,0,1,0,0,1,0,0,1,30
052123.jpg,9152,0,0,0,0,0,1,0,1,32
101224.jpg,3133,1,1,1,0,0,1,0,0,28
194021.jpg,7362,0,1,0,1,0,0,0,0,30
105217.jpg,7413,0,1,0,0,0,0,0,0,29
080228.jpg,6398,0,1,0,0,0,1,0,0,30
004529.jpg,445,0,1,1,0,0,0,0,1,29
000126.jpg,206,0,1,0,1,0,1,0,1,29
127196.jpg,3043,1,0,0,0,0,0,0,0,30
062705.jpg,1128,0,1,0,0,1,1,0,1,30
034336.jpg,1359,0,1,0,1,0,0,0,1,30
007996.jpg,4292,0,1,0,0,0,0,0,0,30
114254.jpg,992,0,1,0,1,0,1,0,1,30
135081.jpg,2295,1,0,0,0,0,1,0,0,30
022156.jpg,7173,0,1,0,0,0,1,0,0,27
195617.jpg,10047,1,1,0,0,0,0,0,0,30
021754.jpg,9006,0,1,0,0,1,1,0,1,30
050833.jpg,8947,0,1,1,0,0,1,0,0,30
042856.jpg,7684,1,0,1,0,0,1,1,0,28
164381.jpg,1664,0,1,0,1,0,1,0,1,30
013489.jpg,5474,0,1,0,1,0,0,0,1,30
152119.jpg,6337,0,1,0,0,1,0,0,0,30
191654.jpg,5100,0,1,0,0,0,1,1,0,30
017011.jpg,4304,0,1,0,0,0,0,0,1,30
082169.jpg,7427,0,1,0,0,0,1,0,1,30
004674.jpg,973,0,1,0,0,0,0,0,0,30
098214.jpg,2861,0,1,0,1,0,1,0,1,30
173644.jpg,2888,0,1,0,0,0,0,0,1,29
140287.jpg,2168,0,1,0,0,0,0,0,0,30
109494.jpg,6337,0,1,1,0,0,1,0,1,30
019590.jpg,2079,0,1,1,0,0,0,0,0,30
019696.jpg,8842,1,0,0,0,0,0,1,0,30
120782.jpg,2307,1,0,0,0,0,0,0,0,30
005965.jpg,1565,0,1,0,0,0,0,0,1,30
187618.jpg,7876,0,1,0,0,1,0,0,1,29
035048.jpg,4934,0,1,0,0,1,0,0,0,30
199218.jpg,7876,0,1,0,0,0,0,0,1,29
177768.jpg,4516,1,1,1,0,0,0,0,0,30
200567.jpg,7876,0,1,1,0,0,0,0,1,29
157298.jpg,3980,1,1,1,0,0,0,0,0,30
123720.jpg,7413,0,1,0,1,0,0,0,0,29
167732.jpg,2303,0,1,1,0,0,1,0,1,30
085870.jpg,5142,0,1,0,0,0,0,0,1,30
053050.jpg,3962,0,1,0,0,0,1,0,1,30
196681.jpg,5128,0,1,0,0,1,1,0,0,30
022326.jpg,8151,1,1,0,0,0,0,0,0,30
198843.jpg,6090,1,0,1,0,0,0,0,0,30
178232.jpg,1675,1,1,0,0,0,1,0,0,30
044321.jpg,5243,0,1,0,1,0,1,0,1,30
198261.jpg,7607,1,1,0,0,0,0,0,0,30
007221.jpg,7309,0,1,0,0,0,0,0,0,30
053001.jpg,2110,1,1,0,0,0,0,0,0,30
116251.jpg,4511,1,0,0,0,0,1,0,0,30
089755.jpg,6556,1,1,1,0,0,1,0,0,30
146867.jpg,1874,1,1,0,0,0,0,0,0,30
081953.jpg,2225,1,1,1,0,0,1,0,0,30
038797.jpg,10080,0,1,0,0,0,1,0,0,30
157199.jpg,8643,0,0,0,1,0,0,0,0,30
134816.jpg,3853,0,1,0,0,0,1,0,1,30
048094.jpg,8151,1,1,0,0,1,0,0,0,30
141980.jpg,10163,0,1,0,0,0,0,0,1,30
013872.jpg,6364,0,1,0,0,1,0,0,1,30
090502.jpg,9001,1,1,1,0,0,0,0,0,30
109672.jpg,565,0,1,1,0,0,0,0,1,30
035093.jpg,1589,0,1,0,0,0,0,0,0,30
180352.jpg,851,1,1,0,0,1,0,0,0,29
025680.jpg,2887,0,1,0,1,0,1,0,1,30
170157.jpg,3826,1,1,0,0,0,0,0,0,30
192661.jpg,5061,0,1,1,0,0,0,0,1,30
127299.jpg,9123,1,1,1,0,0,0,0,0,30
178638.jpg,1151,0,1,1,0,0,0,0,1,30
182856.jpg,7876,0,1,0,0,0,1,0,1,29
105146.jpg,4598,0,1,0,0,0,0,0,1,30
158267.jpg,3130,1,1,0,0,0,0,0,0,30
179124.jpg,2393,1,1,0,0,0,0,0,0,30
188538.jpg,5128,0,0,0,1,0,1,0,0,30
015549.jpg,8747,1,1,0,0,0,0,0,0,30
131509.jpg,8515,0,1,0,1,0,1,0,1,30
018034.jpg,5207,0,0,0,0,1,1,0,1,30
166799.jpg,4518,1,0,0,0,0,1,0,0,30
057178.jpg,6292,0,1,0,1,0,1,0,1,30
081921.jpg,1991,0,1,0,0,0,1,0,0,30
041150.jpg,3919,0,1,1,0,0,1,0,0,29
086952.jpg,2225,1,1,0,0,0,0,0,0,30
051441.jpg,6439,0,0,0,0,0,1,0,0,30
123012.jpg,3304,0,1,0,0,0,0,0,0,30
176604.jpg,1151,0,1,0,0,1,0,0,0,30
067760.jpg,3340,0,1,0,1,0,1,0,1,29
083395.jpg,991,0,1,0,1,1,1,0,1,30
041679.jpg,861,0,1,0,1,0,1,0,1,30
057654.jpg,7356,0,1,0,0,0,0,0,1,29
036675.jpg,9725,0,1,1,0,0,0,0,0,29
058525.jpg,4288,1,1,0,1,0,0,0,0,30
063772.jpg,8515,0,1,0,1,0,1,0,1,30
095265.jpg,8482,0,1,0,0,0,0,0,0,30
016964.jpg,1382,1,1,1,0,0,0,0,0,30
015435.jpg,8155,1,0,0,0,0,0,0,0,29
029667.jpg,9152,0,0,0,0,0,0,0,0,32
087302.jpg,3056,0,1,0,1,0,0,0,1,30
103384.jpg,6354,0,1,0,0,1,1,0,1,30
007881.jpg,6458,0,1,0,0,0,1,0,0,30
005280.jpg,3908,0,1,1,0,0,1,0,0,29
177569.jpg,4139,0,1,0,1,0,1,0,0,30
114281.jpg,4824,1,1,1,0,0,1,0,0,30
112555.jpg,4934,0,1,0,0,1,1,0,1,30
065823.jpg,4421,1,1,0,0,0,0,1,0,30
187728.jpg,5301,1,0,0,0,0,0,0,0,30
064863.jpg,8930,0,1,0,0,0,1,0,0,30
014770.jpg,2110,1,1,0,0,0,0,0,0,30
126727.jpg,3431,0,1,0,0,0,1,0,1,30
114466.jpg,9965,1,1,0,0,1,1,0,0,30
066243.jpg,676,0,1,1,0,1,0,0,1,30
004535.jpg,6364,0,1,0,0,1,1,0,1,30
128884.jpg,4238,0,1,0,0,0,0,0,1,30
120034.jpg,4323,1,1,0,1,0,0,0,0,30
059160.jpg,5485,1,0,0,0,0,1,1,0,30
164274.jpg,376,0,1,0,1,1,0,0,0,29
163328.jpg,2888,0,1,0,1,0,0,0,0,29
106692.jpg,2908,0,1,0,0,0,1,0,1,30
078230.jpg,9687,0,1,0,0,1,1,0,1,30
197523.jpg,9128,0,1,0,0,1,0,0,1,30
114468.jpg,1368,0,1,0,1,0,0,0,0,30
144621.jpg,8155,1,1,0,0,0,0,1,0,29
101549.jpg,4828,1,1,0,0,0,0,0,0,30
098052.jpg,5342,1,0,1,0,0,0,0,0,30
109537.jpg,4511,1,0,1,0,0,0,0,0,30
052430.jpg,1916,0,0,0,0,0,1,0,0,30
099801.jpg,4395,1,1,0,0,0,0,0,0,30
025715.jpg,9542,0,1,0,0,1,0,0,0,30
138321.jpg,6688,0,1,0,0,1,1,0,1,30
113983.jpg,5805,0,1,1,0,0,0,0,0,30
121400.jpg,4598,0,1,0,0,1,1,0,1,30
026651.jpg,7651,0,1,0,0,1,0,0,1,30
074362.jpg,3962,0,1,0,0,0,0,0,1,30
012761.jpg,9152,0,0,0,1,0,0,0,0,32
094222.jpg,1031,0,0,0,1,0,0,0,0,30
108674.jpg,1003,0,0,0,0,0,1,0,1,30
043421.jpg,7641,0,1,0,1,0,0,0,1,30
058179.jpg,4884,0,1,0,1,0,0,0,1,30
081249.jpg,7353,1,0,1,0,0,0,0,0,30
035805.jpg,8427,0,1,0,0,1,1,0,1,30
118414.jpg,4288,1,1,1,0,0,0,0,0,30
152564.jpg,3697,0,1,1,0,0,0,0,1,30
046661.jpg,1383,1,1,0,0,0,0,0,0,30
078754.jpg,4421,1,1,1,0,0,0,1,0,30
174624.jpg,3315,0,1,0,1,0,1,0,0,30
060695.jpg,7356,0,1,0,0,1,0,0,1,29
133773.jpg,8515,0,1,0,1,0,0,0,1,30
036914.jpg,3356,0,1,1,0,0,1,0,0,30
149765.jpg,4421,1,1,1,0,0,0,1,0,30
141887.jpg,4238,0,1,0,0,1,0,0,1,30
106012.jpg,8676,1,0,1,0,0,0,0,0,30
086364.jpg,10163,0,1,1,0,0,0,0,1,30
065350.jpg,1218,1,1,1,0,0,0,0,0,30
020879.jpg,8966,0,1,1,0,0,0,0,0,30
168093.jpg,2498,1,1,1,0,0,1,0,0,29
040992.jpg,1471,1,1,0,0,1,0,0,0,30
049637.jpg,632,0,0,1,0,0,1,0,1,30
144420.jpg,7348,1,1,1,0,0,1,0,0,30
075590.jpg,2820,0,1,0,1,0,1,0,0,35
124458.jpg,3119,1,1,0,0,0,0,0,0,30
100844.jpg,4819,1,1,0,0,0,0,0,0,30
044055.jpg,8894,0,1,0,0,0,0,0,0,29
011504.jpg,3853,0,1,0,0,0,1,0,0,30
091473.jpg,4879,1,1,1,0,0,0,0,0,30
201869.jpg,7362,0,1,0,0,0,1,0,1,30
149807.jpg,4126,0,1,0,0,0,1,0,1,31
078381.jpg,1629,0,1,0,1,0,0,0,1,30
108882.jpg,6438,1,1,1,0,0,1,0,0,30
134561.jpg,1322,1,1,0,0,1,1,0,0,30
100160.jpg,7070,0,1,0,1,0,0,0,1,30
176409.jpg,4460,0,1,0,0,0,0,0,0,30
145875.jpg,3438,0,1,0,0,0,1,0,1,30
041326.jpg,7422,1,1,0,0,0,0,0,0,30
114506.jpg,2079,0,1,1,0,0,1,0,0,30
068807.jpg,10163,0,1,0,1,0,0,0,1,30
179169.jpg,3559,0,0,0,0,0,0,0,1,29
027331.jpg,10160,0,1,0,0,1,1,0,1,30
182743.jpg,5676,0,1,0,0,0,1,0,1,30
067104.jpg,1289,0,1,0,0,0,0,0,1,30
138017.jpg,1218,1,1,1,0,0,0,0,0,30
158147.jpg,3133,1,1,1,0,0,0,1,0,28
113980.jpg,6420,1,1,1,0,0,0,0,0,30
121110.jpg,4598,0,1,0,0,1,1,0,0,30
156846.jpg,5142,0,1,0,0,1,1,0,1,30
055566.jpg,5047,0,1,1,0,0,0,0,1,30
123025.jpg,2225,1,1,1,0,0,0,0,0,30
200482.jpg,6090,1,1,1,0,0,0,0,0,30
128886.jpg,2318,1,0,0,0,0,0,0,0,30
197902.jpg,5301,1,0,1,0,0,1,0,0,30
104342.jpg,3920,0,1,0,0,0,1,0,0,29
199734.jpg,5301,1,0,0,0,0,0,0,0,30
183984.jpg,8945,0,1,1,0,0,0,0,1,30
017937.jpg,10159,0,1,0,0,1,0,0,0,30
143016.jpg,2910,0,1,0,0,1,1,0,1,30
033324.jpg,10003,0,1,0,0,0,1,0,1,30
005379.jpg,5369,0,1,0,1,0,1,0,1,30
087998.jpg,3119,1,1,0,0,0,0,0,0,30
049297.jpg,3477,0,1,0,0,0,0,0,1,30
078475.jpg,7233,1,0,0,0,0,1,0,0,30
052566.jpg,861,0,1,0,1,0,1,0,1,30
183606.jpg,5276,0,1,0,0,1,1,0,1,30
123628.jpg,3214,0,0,0,1,0,1,0,1,30
089285.jpg,3870,0,1,0,0,0,1,0,1,29
068885.jpg,8151,1,1,0,0,1,0,0,0,30
034574.jpg,1993,0,1,0,0,0,1,0,0,30
023489.jpg,4288,1,1,0,0,0,0,0,0,30
121630.jpg,8427,0,1,0,1,0,1,0,1,30
061576.jpg,3823,1,0,0,0,0,0,0,0,29
199302.jpg,5128,0,0,0,1,0,1,0,0,30
184105.jpg,10157,1,1,1,0,0,0,0,0,30
201646.jpg,4996,0,1,0,0,0,1,0,1,30
088282.jpg,9962,1,1,0,0,1,0,0,0,30
027071.jpg,8894,0,1,0,0,0,0,0,1,29
026709.jpg,2242,0,1,0,0,0,1,0,1,30
110279.jpg,8460,0,1,0,0,0,0,0,1,30
010016.jpg,5415,0,1,1,0,0,0,0,1,30
069148.jpg,2861,0,1,0,1,0,1,0,1,30
089510.jpg,3696,0,1,1,0,0,0,0,1,30
128059.jpg,5407,1,1,0,1,0,0,0,0,30
173211.jpg,2888,0,0,0,0,1,1,0,1,29
131428.jpg,3145,0,0,0,1,0,1,0,0,30
177184.jpg,4518,1,0,0,0,0,1,0,0,30
082803.jpg,2814,1,1,1,0,0,0,0,0,29
109532.jpg,1237,0,1,0,0,1,0,0,1,29
132923.jpg,8141,1,0,0,0,0,0,0,0,29
194847.jpg,7607,1,1,0,0,0,0,0,0,30
100285.jpg,1218,1,1,1,0,0,0,0,0,30
093124.jpg,8054,1,1,0,0,0,0,0,0,28
018224.jpg,8887,0,1,0,0,0,0,0,1,30
126376.jpg,10163,0,1,0,0,0,0,0,1,30
050645.jpg,4625,1,1,0,0,0,0,0,0,30
156651.jpg,1382,0,1,0,0,0,0,0,0,30
146133.jpg,2451,0,1,0,0,0,0,0,0,30
039867.jpg,6461,0,1,0,0,0,0,0,1,30
151616.jpg,8155,1,1,0,0,0,0,0,0,29
059328.jpg,1454,0,0,0,1,0,1,0,0,30
066073.jpg,9720,0,1,0,0,0,0,0,1,30
091330.jpg,7356,0,1,0,0,1,1,0,1,29
110204.jpg,2861,0,1,0,1,0,0,0,0,30
094879.jpg,5786,0,1,0,0,0,0,0,0,30
002148.jpg,8747,1,1,1,0,0,0,0,0,30
141856.jpg,3696,0,1,1,0,0,0,0,1,30
046569.jpg,2908,0,1,0,0,0,0,1,0,30
003642.jpg,658,0,1,0,1,0,1,0,1,28
159134.jpg,8798,0,1,0,0,0,0,0,1,30
007429.jpg,3823,1,0,0,0,0,1,0,0,29
186158.jpg,8715,0,1,1,0,0,1,0,1,30
144012.jpg,4551,0,1,0,0,0,1,0,0,30
180383.jpg,2303,0,1,1,0,0,0,0,0,30
119657.jpg,3133,1,1,1,0,0,1,0,0,28
018408.jpg,5340,1,0,0,0,0,1,0,0,30
041736.jpg,4310,1,0,0,0,0,0,1,0,30
048958.jpg,6893,1,1,0,0,0,0,0,0,30
006750.jpg,3641,1,1,0,0,1,1,0,0,30
084293.jpg,3870,0,1,0,0,1,1,0,1,29
113510.jpg,3853,0,1,0,0,0,0,0,1,30
176098.jpg,2393,1,1,0,0,0,0,0,0,30
128260.jpg,1844,1,0,0,0,0,0,0,0,30
093696.jpg,2451,0,1,0,0,0,0,1,0,30
060123.jpg,6112,0,1,0,1,0,0,0,0,30
153597.jpg,5452,0,1,0,1,0,1,0,1,30
128177.jpg,9006,0,0,0,0,1,0,0,1,30
039472.jpg,2793,1,1,1,0,0,1,0,0,30
101097.jpg,5474,0,1,0,1,0,0,0,1,30
009633.jpg,4721,1,1,1,0,0,1,0,0,30
088579.jpg,1341,1,1,1,0,0,0,0,0,30
166855.jpg,1151,0,1,0,0,1,0,0,1,30
146667.jpg,9962,1,1,0,0,1,1,0,0,30
135748.jpg,973,0,1,0,0,1,0,0,0,30
043587.jpg,9725,0,1,1,0,0,0,0,0,29
061948.jpg,3247,1,1,1,0,0,1,0,0,29
066664.jpg,3356,0,0,0,0,0,0,0,0,30
016036.jpg,1448,1,1,0,0,0,0,0,0,30
155942.jpg,2307,1,0,1,0,0,0,0,0,30
104395.jpg,4819,1,1,0,0,0,0,0,0,30
146694.jpg,4819,1,1,0,0,0,1,0,0,30
180684.jpg,3464,0,1,0,1,0,1,0,1,28
153940.jpg,2883,0,0,0,0,0,1,0,1,30
174467.jpg,3315,0,1,0,1,0,1,0,0,30
010443.jpg,1489,0,1,0,0,1,1,0,1,30
009713.jpg,4934,0,1,0,0,1,0,0,0,30
021377.jpg,9730,0,1,1,0,0,1,0,1,30
008570.jpg,6290,0,1,0,1,0,0,0,0,30
123752.jpg,6458,0,1,0,0,1,1,0,1,30
071235.jpg,4304,0,1,1,0,0,1,0,1,30
074662.jpg,6364,0,1,0,0,1,1,0,1,30
121152.jpg,4355,1,0,0,0,0,0,0,0,30
030451.jpg,1318,1,1,1,0,0,0,0,0,30
043878.jpg,7127,0,1,0,1,1,0,0,1,30
067919.jpg,4819,1,1,0,0,0,1,0,0,30
062402.jpg,5320,1,1,0,0,0,0,1,0,30
109615.jpg,4934,0,1,0,0,1,0,0,0,30
134811.jpg,3130,1,1,0,0,0,1,0,0,30
